resp,no2,so2,rsp,o3,temp,hum,day,month,year,date,weekday
156,68.34,8.86,63.58,70.05,21.3,61,2,11,1997,11/2/1997,sun
227,78.13,12.19,66.49,66.49,23.2,66,3,11,1997,11/3/1997,mon
211,71.51,11.44,71.69,58.71,23.4,45,4,11,1997,11/4/1997,tue
193,78.84,14.92,89.11,71.67,21.6,36,5,11,1997,11/5/1997,wed
210,88.63,15.21,92.22,78.36,20.8,54,6,11,1997,11/6/1997,thur
212,82.66,9.07,64.22,74.92,21.8,63,7,11,1997,11/7/1997,fri
201,70.92,7.09,53.85,67.34,22.6,68,8,11,1997,11/8/1997,sat
201,58.21,4.52,51.08,68.8,22.8,73,9,11,1997,11/9/1997,sun
239,67.02,6.39,50.93,58.82,23.3,76,10,11,1997,11/10/1997,mon
226,68.93,6.88,46.74,41.92,24,77,11,11,1997,11/11/1997,tue
208,86.73,13.08,53.68,30.67,24.9,70,12,11,1997,11/12/1997,wed
231,105.87,42.62,59.79,31.3,25.6,63,13,11,1997,11/13/1997,thur
183,97.19,33.61,57.37,50.67,25.4,74,14,11,1997,11/14/1997,fri
195,59.31,10.55,36.42,24.55,25.6,82,15,11,1997,11/15/1997,sat
180,45.21,7.25,35.88,15.92,24.6,81,16,11,1997,11/16/1997,sun
211,52.08,6.33,52.19,37.76,18.5,55,17,11,1997,11/17/1997,mon
214,72.43,10.45,59.67,42.92,18.5,59,18,11,1997,11/18/1997,tue
215,69.61,8.04,61.44,48.05,20.1,67,19,11,1997,11/19/1997,wed
200,78.6,9.78,64.13,NA,22.2,77,20,11,1997,11/20/1997,thur
203,100.27,26.03,76.41,29.42,23.8,82,21,11,1997,11/21/1997,fri
196,124.9,67.05,112.69,21.3,24.4,82,22,11,1997,11/22/1997,sat
166,59.56,7.11,64.43,21.8,23,86,23,11,1997,11/23/1997,sun
213,55.37,5.98,47.94,28.42,23.4,88,24,11,1997,11/24/1997,mon
233,42.35,25.23,30.53,23.17,26,81,25,11,1997,11/25/1997,tue
221,44.42,32.2,32.79,13.92,26.3,83,26,11,1997,11/26/1997,wed
183,38.31,6.13,24.58,28.3,25.9,81,27,11,1997,11/27/1997,thur
161,50.28,6.17,43.82,25.92,24.9,88,28,11,1997,11/28/1997,fri
188,62.41,20.61,56.83,8.8,23.3,82,29,11,1997,11/29/1997,sat
160,51.83,5.71,40.99,25.67,21.8,77,30,11,1997,11/30/1997,sun
193,62.13,13.8,60.44,27.67,22.2,74,1,12,1997,12/1/1997,mon
158,43.37,4.35,32.96,14.42,16.4,65,2,12,1997,12/2/1997,tue
178,53.79,7.91,52.19,NA,16.4,69,3,12,1997,12/3/1997,wed
205,62.54,10.38,49.32,NA,18.4,74,4,12,1997,12/4/1997,thur
179,64.55,6.34,45.57,24.8,21,80,5,12,1997,12/5/1997,fri
187,70.34,7.36,43.03,33.05,22.9,83,6,12,1997,12/6/1997,sat
219,53.34,5.03,37.12,28.42,21.6,77,7,12,1997,12/7/1997,sun
231,45.17,6.15,50.6,50.17,15.9,55,8,12,1997,12/8/1997,mon
223,57.67,11.05,57.5,41.3,14.6,55,9,12,1997,12/9/1997,tue
232,58.42,11.06,66.11,48.92,14.8,57,10,12,1997,12/10/1997,wed
212,67.53,12.76,71.1,28.17,14.9,55,11,12,1997,12/11/1997,thur
240,72.46,16.81,92.49,12.55,15.3,66,12,12,1997,12/12/1997,fri
278,89.07,21.42,84.27,6.92,15.5,65,13,12,1997,12/13/1997,sat
233,82.27,9.89,71.94,42.05,17.9,80,14,12,1997,12/14/1997,sun
272,78.49,9.1,51.88,41.8,19.4,77,15,12,1997,12/15/1997,mon
293,86.42,17.53,68.98,18.3,20.4,81,16,12,1997,12/16/1997,tue
293,151.5,90.06,139.75,NA,21.8,76,17,12,1997,12/17/1997,wed
299,85.87,17.99,90.02,62.17,21.3,80,18,12,1997,12/18/1997,thur
316,77.78,15.31,81.73,12.8,21.5,84,19,12,1997,12/19/1997,fri
287,81.16,15.17,75.88,12.05,22.2,84,20,12,1997,12/20/1997,sat
272,44.01,1.05,65.13,43.92,21,92,21,12,1997,12/21/1997,sun
273,42.66,3.14,25.32,3.17,18.9,88,22,12,1997,12/22/1997,mon
269,50.63,6.27,27.93,22.05,16.2,74,23,12,1997,12/23/1997,tue
246,56.77,10.39,37.87,11.3,16,74,24,12,1997,12/24/1997,wed
296,53.08,6.9,47.25,61.36,18.6,78,25,12,1997,12/25/1997,thur
